Ion,Compound,Direction,Method,Distance,Energy,Cost_function
ces,aceh,scan_o1_lp,original,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 8.07134603e+03  4.51322309e+03  2.37292023e+03  1.22060553e+03
  6.27512546e+02  3.24751414e+02  1.68640343e+02  8.70649980e+01
  4.38349200e+01  2.05101340e+01  7.84816000e+00  1.05443500e+00
 -2.48020500e+00 -4.19862600e+00 -4.90507500e+00 -5.05492400e+00
 -4.90713900e+00 -4.60960400e+00 -4.24647300e+00 -3.86502600e+00
 -3.49114300e+00 -3.13819100e+00 -2.81237700e+00 -2.51568700e+00
 -2.24789300e+00 -2.00748000e+00 -1.79238200e+00 -1.60030600e+00
 -1.42895400e+00 -1.27613300e+00 -1.13981700e+00 -1.01816100e+00
 -9.09510000e-01 -8.12387000e-01 -7.25485000e-01 -6.47646000e-01
 -5.77853000e-01 -5.15204000e-01 -4.58910000e-01 -4.08274000e-01
 -3.62679000e-01 -3.21584000e-01 -2.84513000e-01 -2.51038000e-01
 -2.20788000e-01 -1.93430000e-01 -1.93430000e-01 -2.76670000e-02
  3.53730000e-02]",3.211
ces,aceh,scan_o1_lp,new,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 1.30057976e+04  8.08651059e+03  4.60845029e+03  2.50371382e+03
  1.33997911e+03  7.20108999e+02  3.90885386e+02  2.14318823e+02
  1.18137440e+02  6.47370220e+01  3.46883180e+01  1.76334150e+01
  7.92728000e+00  2.43828200e+00 -6.10754000e-01 -2.23698800e+00
 -3.03237600e+00 -3.34514300e+00 -3.38161700e+00 -3.26485400e+00
 -3.06821900e+00 -2.83529200e+00 -2.59162200e+00 -2.49839500e+00
 -2.25597600e+00 -2.03084300e+00 -1.82440300e+00 -1.63667100e+00
 -1.46688600e+00 -1.31387700e+00 -1.17629900e+00 -1.05275800e+00
 -9.41893000e-01 -8.42425000e-01 -7.53170000e-01 -6.73046000e-01
 -6.01081000e-01 -5.36400000e-01 -4.78223000e-01 -4.25853000e-01
 -3.78675000e-01 -3.36138000e-01 -2.97754000e-01 -2.63091000e-01
 -2.31763000e-01 -2.03431000e-01 -2.03431000e-01 -3.18040000e-02
  3.34910000e-02]",0.667
ces,aceh,scan_o1_oh,qm,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 8.9162413e+01  6.5343647e+01  4.8097061e+01  3.5539493e+01
  2.6341091e+01  1.9578539e+01  1.4593241e+01  1.0905486e+01
  8.1683130e+00  6.1319670e+00  4.6144580e+00  3.4830280e+00
  2.6414580e+00  2.0190040e+00  1.5617010e+00  1.2271080e+00
  9.8178100e-01  8.0023600e-01  6.6428300e-01  5.6171100e-01
  4.8392600e-01  4.2380400e-01  3.7509200e-01  3.3273600e-01
  2.9309600e-01  2.5382800e-01  2.1368800e-01  1.7234900e-01
  1.3019900e-01  8.8109000e-02  4.7173000e-02  8.4710000e-03
 -2.7107000e-02 -5.8951000e-02 -8.6765000e-02 -1.1053900e-01
 -1.3050300e-01 -1.4706000e-01 -1.6071600e-01 -1.7201800e-01
 -1.8150200e-01 -1.8965100e-01 -1.9686600e-01 -2.0346600e-01
 -2.0967600e-01 -2.1564900e-01]",0
ces,aceh,scan_o1_oh,original,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[51.790792 31.212482 19.886746 13.273056  9.199934  6.570079  4.797379
  3.555358  2.654397  1.980198  1.461975  1.054229  0.726907  0.459831
  0.238942  0.054257 -0.101525 -0.233814 -0.346733 -0.443417 -0.526415
 -0.59775  -0.659058 -0.711698 -0.756801 -0.795326 -0.828089 -0.855787
 -0.87902  -0.898313 -0.914122 -0.926848 -0.936841 -0.944412 -0.949835
 -0.953352 -0.955181 -0.955516 -0.954519 -0.952351 -0.949147 -0.945027
 -0.940102 -0.934467 -0.928214 -0.921415 -0.921415 -0.836068 -0.742157]",1.508
ces,aceh,scan_o1_oh,new,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 8.3338247e+01  5.1043804e+01  3.2673025e+01  2.1735597e+01
  1.4960381e+01  1.0604581e+01  7.7079360e+00  5.7176640e+00
  4.3072210e+00  3.2778780e+00  2.5054970e+00  1.9112600e+00
  1.4435550e+00  1.0680940e+00  7.6143600e-01  5.0740700e-01
  2.9449500e-01  1.1434800e-01 -3.9199000e-02 -1.7081500e-01
 -2.8410400e-01 -3.8189900e-01 -4.6646200e-01 -5.3963900e-01
 -6.0293300e-01 -8.2058800e-01 -8.5120500e-01 -8.7688800e-01
 -8.9825000e-01 -9.1582000e-01 -9.3005200e-01 -9.4133900e-01
 -9.5002500e-01 -9.5640900e-01 -9.6075800e-01 -9.6330400e-01
 -9.6425400e-01 -9.6379300e-01 -9.6207700e-01 -9.5925900e-01
 -9.5546600e-01 -9.5081400e-01 -9.4540600e-01 -9.3933300e-01
 -9.3268100e-01 -9.2552400e-01 -9.2552400e-01 -8.3793400e-01
 -7.4308100e-01]",1.329
ces,aceh,scan_o2_120,qm,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[357.770686 261.12906  188.592916 133.493189  91.743722  60.514538
  37.534179  20.897606   9.043353   0.767323  -4.842443  -8.501363
 -10.768223 -12.060532 -12.677439 -12.828747 -12.661942 -12.283473
 -11.773162 -11.191672 -10.583028  -9.976132  -9.387704  -8.826127
  -8.294602  -7.793179  -7.320212  -6.873595  -6.451665  -6.053595
  -5.679314  -5.329175  -5.003557  -4.702566  -4.425861  -4.1726
  -3.941487  -3.730864  -3.538827  -3.363352  -3.202402  -3.054033
  -2.916465  -2.788148  -2.667785  -2.554337]",0
ces,aceh,scan_o2_120,original,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 8.98582965e+03  5.13193628e+03  2.73689316e+03  1.41968584e+03
  7.33522002e+02  3.80158543e+02  1.96512987e+02  9.92928160e+01
  4.70000520e+01  1.86521300e+01  3.29610900e+00 -4.90373400e+00
 -9.11710900e+00 -1.10921910e+01 -1.18102060e+01 -1.18292370e+01
 -1.14698710e+01 -1.09173520e+01 -1.02786960e+01 -9.61546700e+00
 -8.96206500e+00 -8.33712600e+00 -7.74988700e+00 -7.20399700e+00
 -6.69992900e+00 -6.23638600e+00 -5.81103500e+00 -5.42123000e+00
 -5.06406100e+00 -4.73672500e+00 -4.43653600e+00 -4.16101200e+00
 -3.90783000e+00 -3.67488800e+00 -3.46030800e+00 -3.26236100e+00
 -3.07950500e+00 -2.91035800e+00 -2.75367500e+00 -2.60834000e+00
 -2.47334500e+00 -2.34779400e+00 -2.23087300e+00 -2.12185000e+00
 -2.02006600e+00 -1.92492700e+00 -1.92492700e+00 -1.24215200e+00
 -8.55758000e-01]",1.772
ces,aceh,scan_o2_120,new,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 8.85406472e+03  5.05116596e+03  2.69926666e+03  1.40691405e+03
  7.31574220e+02  3.81581475e+02  1.98453873e+02  1.01123906e+02
  4.86289570e+01  2.00163300e+01  4.38087200e+00 -4.07506100e+00
 -8.50693300e+00 -1.06613900e+01 -1.15229380e+01 -1.16545580e+01
 -1.13821320e+01 -1.08957160e+01 -1.03066740e+01 -9.67970600e+00
 -9.05227800e+00 -8.44532200e+00 -7.86979300e+00 -7.33079600e+00
 -6.82995100e+00 -6.36685600e+00 -5.93992800e+00 -5.54696000e+00
 -5.18558100e+00 -4.85330200e+00 -4.54766600e+00 -4.26640400e+00
 -4.00737100e+00 -3.76855500e+00 -3.54817100e+00 -3.34456700e+00
 -3.08208800e+00 -2.91275700e+00 -2.75590700e+00 -2.61041800e+00
 -2.47528300e+00 -2.34960300e+00 -2.23256200e+00 -2.12342800e+00
 -2.02154300e+00 -1.92630900e+00 -1.92630900e+00 -1.24288600e+00
 -8.56168000e-01]",1.798
ces,aceh,scan_o2_180,qm,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[341.064626 246.346507 174.33358  119.37712   77.970748  47.450265
  25.50777   10.126661  -0.408996  -7.447008 -11.972083 -14.708953
 -16.199268 -16.8397   -16.911934 -16.611951 -16.07549  -15.397561
 -14.645886 -13.868908 -13.099952 -12.359899 -11.660003 -11.004932
 -10.395363  -9.829778  -9.305543  -8.819512  -8.368395  -7.949011
  -7.558457  -7.194214  -6.854153  -6.536464  -6.239545  -5.961896
  -5.70205   -5.458555  -5.229987  -5.014985  -4.812288  -4.620769
  -4.439453  -4.267514  -4.10427   -3.949159]",0
ces,aceh,scan_o2_180,original,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 8.98344034e+03  5.13224066e+03  2.73822211e+03  1.42163159e+03
  7.33854197e+02  3.77967378e+02  1.92221926e+02  9.40256150e+01
  4.14502400e+01  1.31016270e+01 -2.16013000e+00 -1.02266820e+01
 -1.42949930e+01 -1.61260530e+01 -1.67056620e+01 -1.65929050e+01
 -1.61081810e+01 -1.54357160e+01 -1.46818570e+01 -1.39070720e+01
 -1.31452300e+01 -1.24145560e+01 -1.17238410e+01 -1.10765800e+01
 -1.04731610e+01 -9.91219400e+00 -9.39141200e+00 -8.90810600e+00
 -8.45948800e+00 -8.04277200e+00 -7.65533900e+00 -7.29466700e+00
 -6.95853300e+00 -6.64484000e+00 -6.35169800e+00 -6.07740000e+00
 -5.82037300e+00 -5.57922900e+00 -5.35270200e+00 -5.13962400e+00
 -4.93896600e+00 -4.74977700e+00 -4.57121100e+00 -4.40248800e+00
 -4.24288000e+00 -4.09176000e+00 -4.09176000e+00 -2.93854700e+00
 -2.21011100e+00]",0.227
ces,aceh,scan_o2_180,new,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 8.83502679e+03  5.03580496e+03  2.68684960e+03  1.39675740e+03
  7.22943140e+02  3.74098392e+02  1.91773192e+02  9.50504190e+01
  4.29804650e+01  1.47008230e+01 -6.73569000e-01 -8.92413500e+00
 -1.31913310e+01 -1.52091310e+01 -1.59541580e+01 -1.59830210e+01
 -1.56170750e+01 -1.50432520e+01 -1.43704110e+01 -1.36619650e+01
 -1.29541610e+01 -1.22672980e+01 -1.16120620e+01 -1.09934200e+01
 -1.04130180e+01 -9.87045800e+00 -9.36433900e+00 -8.89267200e+00
 -8.45318700e+00 -8.04360800e+00 -7.66161400e+00 -7.30510300e+00
 -6.97203600e+00 -6.66054400e+00 -6.36890700e+00 -6.09555400e+00
 -5.82300300e+00 -5.58167200e+00 -5.35497400e+00 -5.14173900e+00
 -4.94093800e+00 -4.75161700e+00 -4.57292900e+00 -4.40409300e+00
 -4.24438100e+00 -4.09316500e+00 -4.09316500e+00 -2.93929200e+00
 -2.21052600e+00]",1.202
ces,aceh,scan_o2_perp,qm,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[422.175165 330.480325 246.39178  179.253551 127.741226  88.94979
  60.195292  39.166328  23.972878  13.152984   5.593636   0.435745
  -2.979977  -5.149306  -6.438471  -7.114427  -7.370139  -7.344969
  -7.139848  -6.826977  -6.45567   -6.057549  -5.652403  -5.253101
  -4.868209  -4.503131  -4.160893  -3.842853  -3.549233  -3.2795
  -3.032662  -2.807481  -2.60258   -2.416502  -2.247694  -2.094521
  -1.955293  -1.828333  -1.712056  -1.605041  -1.506072  -1.414153
  -1.328493  -1.248472  -1.173605  -1.103509]",0
ces,aceh,scan_o2_perp,original,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 9.25548442e+03  5.30925172e+03  2.85493052e+03  1.49885386e+03
  7.87603293e+02  4.17460423e+02  2.23038961e+02  1.18629024e+02
  6.16532550e+01  3.01860760e+01  1.26938110e+01  2.98197600e+00
 -2.32944800e+00 -5.12536300e+00 -6.47767600e+00 -7.00154800e+00
 -7.05524300e+00 -6.84904200e+00 -6.50692600e+00 -6.10188200e+00
 -5.67656200e+00 -5.25538100e+00 -4.85178300e+00 -4.47262600e+00
 -4.12081600e+00 -3.79697500e+00 -3.50030200e+00 -3.22935000e+00
 -2.98234200e+00 -2.75732400e+00 -2.55237500e+00 -2.36564700e+00
 -2.19541900e+00 -2.04009400e+00 -1.89822500e+00 -1.76849800e+00
 -1.64973100e+00 -1.54086000e+00 -1.44093200e+00 -1.34909700e+00
 -1.26458100e+00 -1.18670500e+00 -1.11485600e+00 -1.04848100e+00
 -9.87088000e-01 -9.30235000e-01 -9.30235000e-01 -5.40270000e-01
 -3.38196000e-01]",0.811
ces,aceh,scan_o2_perp,new,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 9.12322068e+03  5.22760066e+03  2.81586475e+03  1.48573369e+03
  7.85749207e+02  4.19808383e+02  2.26258585e+02  1.22024997e+02
  6.48716480e+01  3.30639090e+01  1.51713690e+01  5.08164000e+00
 -5.67015000e-01 -3.65635900e+00 -5.25530600e+00 -5.98472400e+00
 -6.20861400e+00 -6.14296800e+00 -5.91685200e+00 -5.60761100e+00
 -5.26161400e+00 -4.90616400e+00 -4.55726000e+00 -4.22370700e+00
 -3.91002500e+00 -3.61813800e+00 -3.34831700e+00 -3.10000100e+00
 -2.87211800e+00 -2.66328900e+00 -2.47207300e+00 -2.29701800e+00
 -2.13672900e+00 -1.98988200e+00 -1.85525100e+00 -1.73171200e+00
 -1.66367000e+00 -1.55365600e+00 -1.45268000e+00 -1.35988500e+00
 -1.27448900e+00 -1.19580800e+00 -1.12322300e+00 -1.05617500e+00
 -9.94167000e-01 -9.36752000e-01 -9.36752000e-01 -5.43229000e-01
 -3.39638000e-01]",1.345
ces,acem,scan_120,qm,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[336.337619 242.522102 172.511794 119.574189  79.597873  49.774604
  27.886938  12.097049   0.906815  -6.838617 -12.016367 -15.316343
 -17.27755  -18.302176 -18.677875 -18.606082 -18.228382 -17.647323
 -16.940701 -16.169119 -15.378274 -14.599218 -13.849543 -13.136386
 -12.460417 -11.819393 -11.210404 -10.630945 -10.079375  -9.555058
  -9.058244  -8.58973   -8.150413  -7.740883  -7.361132  -7.010452
  -6.687461  -6.390233  -6.116478  -5.863727  -5.629493  -5.411403
  -5.207306  -5.015326  -4.833902  -4.661782]",0
ces,acem,scan_120,original,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 9.91847626e+03  5.77987013e+03  3.12324399e+03  1.63047580e+03
  8.43171928e+02  4.35208384e+02  2.22548001e+02  1.10001042e+02
  4.94067740e+01  1.65469530e+01 -1.23178200e+00 -1.06990060e+01
 -1.55270060e+01 -1.77453800e+01 -1.84949690e+01 -1.84257900e+01
 -1.79120840e+01 -1.71707460e+01 -1.63273950e+01 -1.54546860e+01
 -1.45936240e+01 -1.37663450e+01 -1.29843000e+01 -1.22520110e+01
 -1.15703180e+01 -1.09371280e+01 -1.03513590e+01 -9.81057500e+00
 -9.30745100e+00 -8.84277300e+00 -8.41202300e+00 -8.01361200e+00
 -7.64218300e+00 -7.29657200e+00 -6.97453700e+00 -6.67398800e+00
 -6.39311900e+00 -6.12890900e+00 -5.88254100e+00 -5.65129000e+00
 -5.43396500e+00 -5.22943800e+00 -5.03670800e+00 -4.85487100e+00
 -4.68310900e+00 -4.52068700e+00 -4.52068700e+00 -3.28632400e+00
 -2.50653000e+00]",0.765
ces,acem,scan_120,new,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 6.91999031e+03  3.76143337e+03  1.93741965e+03  9.79550659e+02
  4.91876507e+02  2.43647702e+02  1.15775674e+02  4.90829220e+01
  1.40252670e+01 -4.34884100e+00 -1.37718170e+01 -1.83301840e+01
 -2.02246970e+01 -2.06633810e+01 -2.03210150e+01 -1.95701090e+01
 -1.86277880e+01 -1.76147750e+01 -1.65981970e+01 -1.56147480e+01
 -1.46826380e+01 -1.38102580e+01 -1.29996970e+01 -1.22496740e+01
 -1.15573760e+01 -1.09181360e+01 -1.03292930e+01 -9.78732500e+00
 -9.28421800e+00 -8.82028600e+00 -8.39070700e+00 -7.99370600e+00
 -7.62374300e+00 -7.27962200e+00 -6.95903700e+00 -6.65986300e+00
 -6.37990100e+00 -6.11694900e+00 -5.87172900e+00 -5.64152100e+00
 -5.42513900e+00 -5.22146300e+00 -5.02949800e+00 -4.84835200e+00
 -4.67720800e+00 -4.51534300e+00 -4.51534300e+00 -3.28423700e+00
 -2.50563100e+00]",2.314
ces,acem,scan_180,qm,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[318.035117 225.828534 156.121849 103.175726  63.471135  34.37267
  13.615957  -0.772034 -10.470162 -16.796047 -20.710176 -22.918221
 -23.946366 -24.178157 -23.884201 -23.251717 -22.410109 -21.450073
 -20.436256 -19.414698 -18.416813 -17.462038 -16.560527 -15.715991
 -14.928139 -14.194451 -13.5113   -12.874637 -12.280419 -11.724889
 -11.204742 -10.717197 -10.259948  -9.831031  -9.428663  -9.051109
  -8.69661   -8.36337   -8.049598  -7.753554  -7.473619  -7.208327
  -6.956402  -6.716761  -6.4885    -6.270877]",0
ces,acem,scan_180,original,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 9.90594132e+03  5.77230178e+03  3.11856758e+03  1.62770366e+03
  8.40610992e+02  4.32174802e+02  2.18606235e+02  1.05463736e+02
  4.48507600e+01  1.21760160e+01 -5.39079300e+00 -1.46491240e+01
 -1.92910200e+01 -2.13491570e+01 -2.19628740e+01 -2.17762050e+01
 -2.11605030e+01 -2.03307910e+01 -1.94059070e+01 -1.84589420e+01
 -1.75273130e+01 -1.66319390e+01 -1.57844590e+01 -1.49881760e+01
 -1.42433310e+01 -1.35487980e+01 -1.29016730e+01 -1.22989660e+01
 -1.17373600e+01 -1.12136520e+01 -1.07248820e+01 -1.02679350e+01
 -9.84040000e+00 -9.43979200e+00 -9.06390200e+00 -8.71072600e+00
 -8.37849700e+00 -8.06550500e+00 -7.77032100e+00 -7.49156700e+00
 -7.22801600e+00 -6.97855900e+00 -6.74218800e+00 -6.51797900e+00
 -6.30509100e+00 -6.10275400e+00 -6.10275400e+00 -4.53000800e+00
 -3.50276600e+00]",2.385
ces,acem,scan_180,new,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 6.90044286e+03  3.74718334e+03  1.92753879e+03  9.71001126e+02
  4.84449162e+02  2.37106804e+02  1.09886288e+02  4.37450540e+01
  9.14242800e+00 -8.85768700e+00 -1.79748440e+01 -2.22842120e+01
 -2.39760940e+01 -2.42490350e+01 -2.37677730e+01 -2.29033380e+01
 -2.18614400e+01 -2.07625290e+01 -1.96667260e+01 -1.86109970e+01
 -1.76101090e+01 -1.66708110e+01 -1.57958480e+01 -1.49826960e+01
 -1.42279950e+01 -1.35279240e+01 -1.28781650e+01 -1.22745860e+01
 -1.17132550e+01 -1.11904960e+01 -1.07030530e+01 -1.02476280e+01
 -9.82166100e+00 -9.42261800e+00 -9.04823400e+00 -8.69647600e+00
 -8.36532500e+00 -8.05358700e+00 -7.75954800e+00 -7.48183100e+00
 -7.21922200e+00 -6.97061300e+00 -6.73500600e+00 -6.51148400e+00
 -6.29921400e+00 -6.09743300e+00 -6.09743300e+00 -4.52793100e+00
 -3.50187300e+00]",0.585
ces,acem,scan_acem_O_trimer,qm,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[321.72726  229.313807 159.288024 106.004798  65.989153  36.62296
  15.641624   1.063609  -8.798292 -15.265903 -19.30335  -21.619962
 -22.744538 -23.062016 -22.843851 -22.278161 -21.49557  -20.588322
 -19.62275  -18.646279 -17.690989 -16.776262 -15.911866 -15.101201
 -14.343928 -13.637698 -12.979196 -12.364751 -11.790733 -11.253798
 -10.751049 -10.28007   -9.838788  -9.425419  -9.038254  -8.675527
  -8.335406  -8.016013  -7.715478  -7.432009  -7.163958  -6.909856
  -6.668446  -6.438675  -6.219682  -6.010767  -5.811356  -5.620973
  -5.439202  -5.265673  -5.10004   -4.941972  -4.791146  -4.647243
  -4.509945  -4.378939  -4.253914  -4.134564  -4.020588  -3.911691
  -3.80759   -3.708008  -3.612681  -3.521359  -3.433801  -3.349783
  -3.269095  -3.19154   -3.116935  -3.045111  -2.975911  -2.90919
  -2.844815  -2.782661  -2.722616  -2.664574  -2.608436  -2.554112
  -2.501517  -2.450574  -2.401208  -2.353351  -2.306939  -2.26191
  -2.218208  -2.175779]",0
